vx,vy,omega,vx_cmd,vy_cmd,omega_cmd,filtered_x,filtered_y,x,y,filtered_theta
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,0,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,-4,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,0.0,0,0,-4,-1.4990863800048828,1.1200000047683716,-1.4990863800048828,1.1200000047683716,0.0
0.0,0.0,-0.18372460040264146,0,0,-4,-1.4990863230532572,1.1199994352521152,-1.4990862607955933,1.119998812675476,-0.019925087630709888
0.0,-1.1256497569071135e-05,-0.4066363582434259,0,0,-4,-1.4990862861112766,1.1199991227839352,-1.4990862607955933,1.1199989318847656,-0.04836665995282983
0.0,-2.1672420572088503e-05,-0.7543003957651242,0,0,-4,-1.4990861499876957,1.119998254103111,-1.4990860223770142,1.119997501373291,-0.09777483518756325
0.0,-2.116029119080495e-05,-1.298762452209093,0,0,-4,-1.4990868045122785,1.1199979412002816,-1.4990875720977783,1.1199979782104492,-0.1970979468524422
-2.6091036580635004e-05,-4.7736858505936105e-05,-1.3250253284625935,0,0,-4,-1.4990881463211496,1.1199958457092944,-1.4990894794464111,1.1199939250946045,-0.2245716578847834
-2.4954887957795134e-05,-4.834347930805525e-05,-1.5697011085644232,0,0,-4,-1.4990884886691098,1.1199950418170106,-1.4990884065628052,1.1199949979782104,-0.2724254684884976
-3.2675457265892504e-05,-4.565492907456415e-05,-2.206817513467429,0,0,-4,-1.499089398339473,1.1199944460562852,-1.4990899562835691,1.1199946403503418,-0.3854319910299442
-6.308161568446e-05,-6.826259432307272e-05,-2.2350617764895913,0,0,-4,-1.4990919312401032,1.1199922210276603,-1.4990941286087036,1.119990587234497,-0.4312456088078304
-8.631278625658588e-05,-6.442309497927103e-05,-2.7841372771049238,0,0,-4,-1.4990944763144651,1.1199913826481516,-1.499096155166626,1.119991660118103,-0.5280651760298807
-0.0001186174826535831,-7.650612222832356e-05,-2.7812178218513366,0,0,-4,-1.4990979929210946,1.1199895530926771,-1.4991003274917605,1.1199886798858645,-0.571954883666958
-0.00011488138743359363,-7.138585215949662e-05,-2.858648051361773,0,0,-4,-1.4990996438146664,1.119988667486039,-1.4990993738174438,1.119989037513733,-0.6242722833914196
-0.00010826166273760739,-7.337997953730514e-05,-3.6318642397147967,0,0,-4,-1.4991010442994535,1.1199873934844355,-1.4991005659103394,1.1199872493743896,-0.7564217513796341
-0.0001009013703159656,-5.5598766139658e-05,-3.6094275323279814,0,0,-4,-1.4991022899111213,1.1199873948869685,-1.4991017580032349,1.1199886798858645,-0.8010713002648949
