ElapsedTime,RobotID,Team,Vx_Command,Vy_Command,Angular_Command,Pos_X,Pos_Y,Orientation,Vx_Actual,Vy_Actual
0.292,5,0,0,0,0,0,0,0,0,0
0.292,0,1,0,0,0,0,0,0,0,0
0.292,1,1,0,0,0,0,0,0,0,0
0.292,2,1,0,0,0,0,0,0,0,0
0.292,3,1,0,0,0,0,0,0,0,0
0.292,4,1,0,0,0,0,0,0,0,0
0.292,5,1,0,0,0,0,0,0,0,0
0.307,0,0,1.39231,0,0,-0.144364,-0.253032,-3.06091,-0.931464,-0.379591
0.307,1,0,0,0,0,0,0,0,0,0
0.307,2,0,0,0,0,0,0,0,0,0
0.307,3,0,0,0,0,0,0,0,0,0
0.307,4,0,0,0,0,0,0,0,0,0
0.307,5,0,0,0,0,0,0,0,0,0
0.307,0,1,0,0,0,0,0,0,0,0
0.307,1,1,0,0,0,0,0,0,0,0
0.307,2,1,0,0,0,0,0,0,0,0
0.307,3,1,0,0,0,0,0,0,0,0
0.307,4,1,0,0,0,0,0,0,0,0
0.307,5,1,0,0,0,0,0,0,0,0
0.323,0,0,1.39231,0,0,-0.159707,-0.258324,-3.0803,-0.93811,-0.367774
0.323,1,0,0,0,0,0,0,0,0,0
0.323,2,0,0,0,0,0,0,0,0,0
0.323,3,0,0,0,0,0,0,0,0,0
0.323,4,0,0,0,0,0,0,0,0,0
0.323,5,0,0,0,0,0,0,0,0,0
0.323,0,1,0,0,0,0,0,0,0,0
0.323,1,1,0,0,0,0,0,0,0,0
0.323,2,1,0,0,0,0,0,0,0,0
0.323,3,1,0,0,0,0,0,0,0,0
0.323,4,1,0,0,0,0,0,0,0,0
0.323,5,1,0,0,0,0,0,0,0,0
0.339,0,0,1.39231,0,0,-0.175825,-0.263624,-3.0986,-0.954872,-0.358934
0.339,1,0,0,0,0,0,0,0,0,0
0.339,2,0,0,0,0,0,0,0,0,0
0.339,3,0,0,0,0,0,0,0,0,0
0.339,4,0,0,0,0,0,0,0,0,0
0.339,5,0,0,0,0,0,0,0,0,0
0.339,0,1,0,0,0,0,0,0,0,0
0.339,1,1,0,0,0,0,0,0,0,0
0.339,2,1,0,0,0,0,0,0,0,0
0.339,3,1,0,0,0,0,0,0,0,0
0.339,4,1,0,0,0,0,0,0,0,0
0.339,5,1,0,0,0,0,0,0,0,0
0.356,0,0,1.39231,0,0,-0.192735,-0.269488,-3.11307,-0.979564,-0.36076
0.356,1,0,0,0,0,0,0,0,0,0
0.356,2,0,0,0,0,0,0,0,0,0
0.356,3,0,0,0,0,0,0,0,0,0
0.356,4,0,0,0,0,0,0,0,0,0
0.356,5,0,0,0,0,0,0,0,0,0
0.356,0,1,0,0,0,0,0,0,0,0
0.356,1,1,0,0,0,0,0,0,0,0
0.356,2,1,0,0,0,0,0,0,0,0
0.356,3,1,0,0,0,0,0,0,0,0
0.356,4,1,0,0,0,0,0,0,0,0
0.356,5,1,0,0,0,0,0,0,0,0
0.372,0,0,1.39231,0,0,-0.209217,-0.27561,-3.13395,-0.991803,-0.36606
0.372,1,0,0,0,0,0,0,0,0,0
0.372,2,0,0,0,0,0,0,0,0,0
0.372,3,0,0,0,0,0,0,0,0,0
0.372,4,0,0,0,0,0,0,0,0,0
0.372,5,0,0,0,0,0,0,0,0,0
